"","Age","Height"
"1",56,154.677158046105
"2",62,126.530277972748
"3",71,193.798811873144
"4",53,177.742008473266
"5",74,93.0701181529044
"6",52,108.737080574162
"7",64,91.4920788002061
"8",42,128.319158855594
"9",64,177.403432677494
"10",75,167.805044648517
"11",50,244.268806524833
"12",64,186.457160516375
"13",38,175.330218092427
"14",56,162.303789558449
"15",53,212.101256699466
"16",53,174.102781072372
"17",59,154.975308795241
"18",56,118.325321199874
"19",60,252.296337528304
"20",77,217.705504482582
"21",44,209.590295070913
"22",64,129.381950380346
"23",41,90.9426377767844
"24",52,166.891532170488
"25",57,167.379843925809
"26",53,236.835447005982
"27",46,55.6167342023949
"28",64,161.478696988148
"29",59,169.321185888953
"30",58,180.419423014579
"31",49,149.795505625428
"32",40,150.807658705176
"33",40,152.173960412271
"34",57,180.420174669925
"35",50,202.905563586931
"36",65,221.467734971094
"37",59,196.013114487826
"38",40,155.866563379614
"39",42,192.439922752821
"40",38,184.147115286586
"41",68,80.0077926184149
"42",50,229.482311818975
"43",59,139.664996608104
"44",51,86.8670721323759
"45",62,189.069666575908
"46",60,87.8605673012097
"47",40,144.584895036009
"48",68,178.835266486314
"49",72,107.27302331443
"50",51,110.863980049053
"51",56,173.271944146191
"52",69,96.0214966839592
"53",75,188.320110536061
"54",44,240.508370632834
"55",62,57.9884374773551
"56",54,154.952871575863
"57",35,200.488431028143
"58",47,141.030094465422
"59",48,149.442771970215
"60",46,211.238522765958
"61",42,135.790700797271
"62",58,70.1297431841096
"63",56,146.765875712518
"64",51,118.646479413218
"65",46,117.139295612275
"66",67,152.422500702164
"67",32,247.39438753549
"68",56,87.5807959506799
"69",30,156.132519559086
"70",51,14.2178393368075
"71",47,85.5368676882737
"72",43,107.65447508332
"73",33,193.804658948593
"74",65,92.7919027890341
"75",75,236.960678550278
"76",53,70.8228577490682
"77",43,53.9381193151634
"78",50,199.486251057109
"79",78,50.4656394980165
"80",53,206.170977740084
"81",52,156.513224761047
"82",47,97.9781203985574
"83",49,198.86123778634
"84",47,139.810004375665
"85",59,126.850039508877
"86",41,110.505733117603
"87",41,72.9462481517499
"88",37,166.199519354542
"89",46,156.062088283564
"90",56,185.470851972689
"91",51,271.560020323357
"92",62,247.849551303609
"93",59,120.550471943934
"94",29,140.603269202587
"95",54,189.25226096918
"96",49,145.051146645315
"97",59,214.219536021703
"98",56,46.4594644671678
"99",56,247.256429728427
"100",46,137.638313154236
"101",48,114.805263439619
"102",62,113.298963970765
"103",59,169.310341063992
"104",60,167.587305582207
"105",66,139.027051977835
"106",68,207.542625062388
"107",60,182.411392736325
"108",42,126.882429452536
"109",67,141.708792075798
"110",69,104.191061038436
"111",65,86.6783826723119
"112",59,195.311556006294
"113",64,239.660155495034
"114",73,207.054145305171
"115",51,161.810428650085
"116",56,79.4601566073399
"117",59,126.338048530061
"118",30,138.497725257719
"119",58,131.755847522767
"120",33,206.81820290286
"121",40,74.4111228827992
"122",36,90.2781170282503
"123",50,1.59533392198415
"124",62,160.281008557257
"125",66,191.181170694555
"126",65,162.180805821216
"127",56,120.249817857124
"128",57,100.426615396278
"129",66,150.073363839639
"130",62,173.232840470219
"131",54,61.2021092902097
"132",53,126.587211952749
"133",47,125.60758023357
"134",74,135.280982828265
"135",55,66.9455473039773
"136",48,130.422239323707
"137",47,143.022665437293
"138",56,133.555563857656
"139",54,130.13860974835
"140",71,159.675255675506
"141",45,177.528030724634
"142",55,37.2704019999671
"143",70,99.1957473658144
"144",57,108.739086422191
"145",63,95.9544083642136
"146",52,117.192583561439
"147",59,32.7989574471914
"148",61,99.3305642704053
"149",71,81.2721291913111
"150",57,269.279635050801
"151",51,137.045240999244
"152",70,172.49520558482
"153",63,115.786146707563
"154",60,82.9647598553394
"155",46,160.016040415391
"156",59,226.040318183498
"157",50,100.972758720295
"158",55,131.654806196133
"159",34,119.851145871427
"160",53,179.023709617362
"161",70,170.993978217849
"162",63,65.8843040409039
"163",52,132.220760001009
"164",49,174.163079342339
"165",62,89.5470143239091
"166",42,116.021349346261
"167",52,124.444319578396
"168",56,104.356318395484
"169",58,164.004134721733
"170",47,171.779418942211
"171",44,123.791380714053
"172",54,198.932727525586
"173",49,158.108406800397
"174",70,152.940496878681
"175",53,117.210726145729
"176",42,103.375944337338
"177",49,128.899079194294
"178",71,185.466521521524
"179",46,150.505549480069
"180",55,193.134619178264
"181",57,121.771109021252
"182",58,167.545910317667
"183",56,117.650395924566
"184",59,126.059937603477
"185",35,191.213961864357
"186",55,165.585883544517
"187",55,124.489440643386
"188",37,172.947761788336
"189",50,126.675458419855
"190",56,148.579170788292
"191",58,162.667162047337
"192",43,127.487848211579
"193",70,146.774438756958
"194",59,149.327101435457
"195",57,232.272076034994
"196",52,135.140937941194
"197",59,120.550320308462
"198",56,83.5329406556447
"199",58,148.910800161963
"200",44,155.617030998171
"201",49,120.065978001171
"202",51,126.992324837824
"203",53,130.467454357284
"204",47,198.642991887741
"205",52,174.081333205346
"206",50,117.439951910572
"207",41,31.0989782771109
"208",54,159.98486961097
"209",52,194.897743635212
"210",65,126.39494638884
"211",51,101.381479326025
"212",61,166.749488871847
"213",56,135.837594844636
"214",56,64.5304863747051
"215",58,200.245946639783
"216",46,104.333077020566
"217",60,101.27046717574
"218",44,166.196902726315
"219",62,153.454459790418
"220",48,132.85688753286
"221",45,196.790716070216
"222",56,179.944862013429
"223",57,179.692088857948
"224",65,195.837379512511
"225",58,115.284166087063
"226",39,296.160367742838
"227",48,220.462151251597
"228",47,236.4050838887
"229",63,131.291493583811
"230",66,246.131501166501
"231",50,143.952608435145
"232",59,112.975695187112
"233",53,191.934684725457
"234",77,221.585445818463
"235",55,102.107486885817
"236",56,191.155992282572
"237",56,136.680124955076
"238",49,164.645917683631
"239",50,160.414059903512
"240",64,184.290541918543
"241",51,185.237814633512
"242",69,182.506644356918
"243",55,87.1866047715344
"244",45,240.328921911082
"245",46,67.3698054797082
"246",56,106.720584209865
"247",61,95.8596318259971
"248",65,151.074525135385
"249",61,228.515900016308
"250",59,85.2001009493934
"251",64,154.992197195049
"252",45,98.9857679348365
"253",47,158.121980209268
"254",60,171.766386880488
"255",53,120.4486422212
"256",51,104.693029609545
"257",53,93.0078533718656
"258",66,138.566573099202
"259",62,51.7326793202261
"260",55,130.708498614319
"261",63,204.665390637311
"262",59,123.623735301108
"263",67,91.6911070604461
"264",51,208.301451250919
"265",50,130.925512833424
"266",55,156.025753266703
"267",52,131.533682029005
"268",41,221.840671205407
"269",57,101.993702814376
"270",66,245.062314037418
"271",61,119.955078552742
"272",52,196.080913099881
"273",35,242.015446739078
"274",52,189.160465065094
"275",57,167.567849946195
"276",59,95.3548056017379
"277",56,237.565703628465
"278",64,181.909184054795
"279",60,133.956692128304
"280",55,198.3509546244
"281",52,123.109514542501
"282",36,128.728422571967
"283",53,198.283381888916
"284",42,152.135137154829
"285",59,159.457409589172
"286",47,171.659931505539
"287",56,256.699912582265
"288",32,175.615781723158
"289",46,135.897500474902
"290",54,115.599815749398
"291",53,34.7344718993591
"292",46,176.512711226807
"293",36,103.265996689389
"294",37,146.30467521193
"295",44,43.9162225021053
"296",48,156.841592479697
"297",67,250.367440700622
"298",36,98.7256982487529
"299",35,161.671075798793
"300",64,127.332338754522
"301",52,190.008614115372
"302",57,37.428995241379
"303",58,105.761568775773
"304",33,143.129521023671
"305",79,160.590203199638
"306",48,79.9559370278321
"307",75,176.341497029247
"308",50,182.214960289902
"309",46,152.733703870181
"310",41,146.994910318356
"311",71,164.045254064457
"312",53,115.983863669281
"313",64,153.17156831026
"314",46,202.813748262805
"315",68,173.089860970695
"316",42,155.512139355159
"317",79,229.055657979275
"318",48,140.725015445328
"319",63,137.638037927469
"320",59,128.61058802362
"321",51,194.338495839031
"322",56,203.521541800365
"323",47,168.424913603108
"324",47,119.91217348779
"325",36,165.222903076076
"326",69,62.797967064913
"327",57,229.292729023714
"328",63,153.519108843193
"329",51,180.357829425002
"330",70,108.937979485696
"331",68,231.221024960887
"332",56,114.931061742176
"333",56,80.6311210480092
"334",52,149.543770197584
"335",48,194.091888393635
"336",50,184.618673440898
"337",38,129.315728550825
"338",50,241.348586044005
"339",35,213.247349127532
"340",57,193.53705749976
"341",59,97.7444676789031
"342",53,125.041337719651
"343",59,103.938835266709
"344",57,87.1160767934918
"345",76,196.318219012739
"346",43,146.753642878856
"347",42,216.977675382022
"348",38,97.4365718644958
"349",57,143.429824242007
"350",57,153.721489170894
"351",29,82.1613291359473
"352",75,184.750715142528
"353",55,94.0763786816919
"354",54,205.823197678117
"355",32,56.1283981399689
"356",40,148.42600318857
"357",55,191.560012475237
"358",51,139.540917199657
"359",43,111.292334827526
"360",55,118.588301135652
"361",55,100.629130081295
"362",45,138.634221305283
"363",50,83.8176960364605
"364",45,54.7029212905033
"365",63,155.964269881581
"366",46,174.67796306019
"367",48,146.29764467193
"368",46,166.603417305445
"369",40,203.134892871848
"370",38,121.105639511045
"371",41,165.592230495009
"372",57,149.10000246902
"373",47,21.1830677194861
"374",69,153.592064659153
"375",48,50.9133061259896
"376",33,90.0669341544794
"377",58,58.201566851908
"378",57,146.446094522122
"379",47,187.476149349277
"380",59,155.772134347598
"381",43,140.217828144907
"382",48,181.319788727354
"383",58,114.638647105441
"384",53,192.097250370668
"385",33,104.160903106249
"386",48,188.136886936368
"387",51,140.928087984715
"388",53,154.671307180975
"389",47,120.036570079406
"390",47,163.736817558829
"391",45,196.349205031604
"392",57,160.985784954537
"393",55,168.389563906512
"394",31,137.059148033855
"395",69,166.501982366941
"396",63,194.676091503831
"397",47,141.20913328165
"398",59,130.150356485398
"399",63,164.296101818578
"400",55,176.046175255256
"401",69,141.305166780038
"402",56,170.638394513359
"403",52,156.202187792409
"404",55,178.866134693679
"405",47,29.399645822031
"406",62,136.705300537902
"407",47,123.823695295701
"408",46,166.597707507446
"409",47,186.747485763373
"410",51,117.730453538653
"411",57,48.1235078766968
"412",62,89.9399413053774
"413",43,88.1527729343722
"414",51,134.963186261292
"415",67,118.896756756806
"416",37,166.682279812516
"417",50,164.666238080226
"418",71,130.166023074088
"419",60,81.9851928423093
"420",49,188.354872880229
"421",56,82.1630235594522
"422",51,184.045516664288
"423",58,144.655624135875
"424",58,171.8842152263
"425",52,156.64026487136
"426",52,92.4825161928802
"427",43,129.676020703821
"428",68,154.025356322836
"429",48,108.549052299219
"430",45,157.937790057407
"431",48,191.827612613539
"432",48,41.5701513373418
"433",49,178.062382831468
"434",77,106.115020759029
"435",63,75.8398924586713
"436",48,168.286330011737
"437",58,127.262924897979
"438",48,88.3146942390062
"439",63,133.077275981099
"440",49,126.65227301567
"441",51,121.229646145894
"442",66,112.813321734848
"443",64,156.940271218298
"444",57,140.696919765737
"445",46,192.489531788847
"446",54,180.717882890514
"447",54,199.604744912097
"448",54,254.357137488562
"449",55,96.7113283311391
"450",68,238.951091868821
"451",56,151.0391108591
"452",57,167.903395831596
"453",61,119.869521436081
"454",57,109.227099156927
"455",56,197.973248901998
"456",49,64.5531563566451
"457",48,96.8414185179543
"458",47,95.3238930358692
"459",41,77.4857874745752
"460",57,172.277959818169
"461",47,143.106256384949
"462",54,143.484356487973
"463",46,100.743682889716
"464",59,195.933803368707
"465",56,124.099923586444
"466",71,161.328000443319
"467",51,169.594800414356
"468",42,241.890050671411
"469",61,215.095883942524
"470",56,170.543694084173
"471",54,97.7252209670957
"472",46,155.058509022047
"473",63,156.282544354654
"474",46,89.4794580557994
"475",48,211.01660975181
"476",56,23.9596465714154
"477",57,159.581891054462
"478",70,153.439526773093
"479",64,204.081068824935
"480",57,125.855061083236
"481",64,115.221891566359
"482",43,125.064800247835
"483",66,105.053653241871
"484",45,27.7752251472206
"485",69,83.063096084815
"486",62,49.0691604633002
"487",55,72.9298481194483
"488",62,131.208080287422
"489",66,221.284698962858
"490",54,166.790874082929
"491",50,191.362645066515
"492",71,160.315073662878
"493",55,121.026445366963
"494",62,163.195300370216
"495",50,124.482171255265
"496",45,127.664386707147
"497",59,173.922700477937
"498",74,158.688628186836
"499",51,153.620441911441
"500",65,287.955060681607
"501",51,137.238544690641
"502",51,238.796458588261
"503",37,117.657748561387
"504",37,84.4799558558608
"505",69,115.595290880866
"506",67,147.277322641732
"507",41,182.972047429308
"508",72,166.699851631068
"509",66,84.0467043084676
"510",63,212.533586646072
"511",59,169.671195372696
"512",47,90.2294096390443
"513",54,94.8427107168129
"514",50,127.363341479478
"515",55,148.740562538081
"516",55,16.6782991551092
"517",39,193.631924469906
"518",66,155.724313182269
"519",41,245.462301771273
"520",60,215.285875695366
"521",55,141.918907345237
"522",69,182.800542754719
"523",46,130.061060656878
"524",41,117.375566843799
"525",49,85.9489820270996
"526",66,100.167962446314
"527",49,190.77863100177
"528",47,212.115185336833
"529",40,173.525022555417
"530",50,184.5864085095
"531",61,90.0245080820045
"532",62,78.3616715952958
"533",63,182.003725053148
"534",60,160.708721338326
"535",75,168.577704676259
"536",55,178.715447166722
"537",38,227.074809624966
"538",39,206.543345807188
"539",62,129.290577345231
"540",55,209.575920199369
"541",49,126.621498438382
"542",59,182.284431758464
"543",69,91.6793327552363
"544",64,261.931475337948
"545",60,92.3952778673704
"546",52,214.782628509894
"547",43,42.6235637023743
"548",53,182.521509671372
"549",62,110.519232360004
"550",49,216.85499409583
"551",46,186.583361785835
"552",55,117.218181946474
"553",65,87.5080263454445
"554",61,177.002984090597
"555",35,115.380143415747
"556",48,159.706865988405
"557",39,164.654184425058
"558",66,206.588982280788
"559",74,134.682621935381
"560",50,145.761739417045
"561",66,188.364807857557
"562",63,238.301348456094
"563",46,173.164974564308
"564",52,111.122103726164
"565",59,115.65207949095
"566",56,249.061884005718
"567",59,147.702112982343
"568",41,115.156881336318
"569",65,166.652922599867
"570",68,56.6774035908941
"571",64,200.727872245258
"572",61,186.80999761239
"573",59,183.777940430521
"574",52,155.480957220405
"575",46,192.612629695585
"576",58,139.376140084147
"577",57,128.388743211936
"578",65,102.466522161568
"579",59,114.312750045408
"580",48,137.987663202192
"581",61,81.3086141228092
"582",58,199.931285189569
"583",54,112.965752933829
"584",56,207.580834401456
"585",49,202.013494820423
"586",45,138.365719395031
"587",46,243.265410483572
"588",36,148.514590228215
"589",50,141.172020649214
"590",66,100.074081750337
"591",72,112.233484284831
"592",33,106.357939776284
"593",41,112.515115628042
"594",62,110.698197514094
"595",53,58.8538375148764
"596",58,144.027805283744
"597",39,139.871758587334
"598",57,129.398011170791
"599",81,56.9366930482858
"600",41,75.718386504337
"601",45,90.2735340955156
"602",62,114.306232231739
"603",53,216.279109700468
"604",44,109.266423477122
"605",46,105.610700013857
"606",68,89.357274521732
"607",42,217.91997408842
"608",53,152.344375113846
"609",41,132.581567731252
"610",48,176.24014317191
"611",68,126.086554179052
"612",67,161.102692178184
"613",67,225.047770329008
"614",81,191.717377006556
"615",58,93.0918957399334
"616",66,81.0914704607571
"617",62,139.574623283804
"618",56,193.102408071412
"619",56,151.778251929891
"620",53,119.350877580878
"621",49,139.705406031056
"622",59,146.631365643743
"623",47,104.25610587121
"624",58,177.915318193439
"625",49,129.189767086253
"626",51,155.145126079592
"627",79,157.706747863626
"628",57,143.791575597212
