"","Age","Height"
"1",66,123.497134982735
"2",41,191.396547928739
"3",38,178.986208227734
"4",61,168.016469684088
"5",51,118.467091988614
"6",57,41.9930150981561
"7",62,200.10184843659
"8",62,80.6274630849898
"9",60,232.226805613612
"10",54,143.180909291713
"11",63,153.172228745972
"12",77,183.937803366276
"13",50,97.0167583918228
"14",70,96.9295121226119
"15",50,55.3446281838932
"16",53,117.041806000267
"17",61,130.089923766438
"18",48,50.5126723602505
"19",56,122.398748659178
"20",43,110.979845761828
"21",56,105.469893195415
"22",65,120.431653460545
"23",49,17.4288457668906
"24",65,81.7424783161653
"25",56,80.5223038300405
"26",60,140.261127665984
"27",51,80.2191295945947
"28",50,196.45891879787
"29",48,191.032266537822
"30",58,111.768110785627
"31",44,239.591217843785
"32",70,141.494846167322
"33",65,126.060096155215
"34",44,115.97590580424
"35",57,159.524799705475
"36",57,66.2218894271047
"37",47,128.673335704254
"38",80,38.7842145742009
"39",48,39.4581559687911
"40",32,88.3374425360665
"41",71,166.475606266422
"42",51,126.971105229185
"43",51,98.0449784957989
"44",43,148.689842921026
"45",58,98.5260926383404
"46",49,133.492148809675
"47",54,17.8295188062482
"48",55,149.36002529818
"49",41,208.09703111384
"50",63,97.2309937441897
"51",61,72.7438920773941
"52",55,146.1218683105
"53",57,156.074558117377
"54",53,168.786213414974
"55",65,201.939142595515
"56",62,119.892936775915
"57",51,170.784062202452
"58",51,166.209402178251
"59",56,242.631961868975
"60",56,128.23216247737
"61",74,129.874686727427
"62",50,202.57127582696
"63",55,140.95012522015
"64",48,135.386831111771
"65",57,182.136339600549
"66",75,100.071453898441
"67",56,97.3778157115752
"68",68,115.912853344722
"69",64,109.09455554209
"70",56,187.82383600803
"71",65,165.461786407715
"72",53,245.837805754415
"73",47,144.9962468932
"74",43,194.082049528115
"75",49,229.965418140778
"76",54,92.507124434929
"77",64,191.912755609839
"78",36,199.473057355317
"79",53,148.401198513821
"80",59,235.640172511899
"81",74,145.008961986006
"82",52,213.146018998701
"83",63,169.473286583996
"84",32,5.60814129842998
"85",48,165.532487461438
"86",61,198.902685469107
"87",56,91.966234191289
"88",52,235.122668890354
"89",43,123.392241989382
"90",49,110.440931496062
"91",39,52.1526993195211
"92",52,136.303006829816
"93",68,159.987552006105
"94",58,133.476799022339
"95",41,118.731228046212
"96",56,150.534558608131
"97",59,73.3585406903251
"98",56,128.90375410099
"99",49,245.591081186705
"100",44,133.474945312389
"101",57,162.267856489428
"102",55,106.268914748222
"103",69,160.875243641969
"104",55,160.050656859097
"105",64,212.063881518554
"106",52,190.007613628725
"107",61,157.153340792662
"108",51,157.789342390106
"109",53,136.354659214266
"110",71,191.634396044821
"111",67,80.7422651543036
"112",37,184.78431657729
