"","Age","Height"
"1",48,112.118791606508
"2",63,155.828623486355
"3",65,118.866215984683
"4",58,195.634566973354
"5",59,171.440021706914
"6",47,115.892424388432
"7",49,250.798914752358
"8",57,129.677112614294
"9",47,87.905316195667
"10",61,146.643230468979
"11",48,111.584569164991
"12",73,183.678125757942
"13",35,146.630041703593
"14",54,140.628614958958
"15",48,169.591923017189
"16",41,190.032770128555
"17",49,198.658773401499
"18",55,50.7928929667209
"19",67,184.608694477081
"20",70,223.957827998043
"21",45,109.701572041918
"22",58,158.290826106149
"23",53,95.6210116110883
"24",49,120.166438929948
"25",63,173.91249795858
"26",42,208.376807984539
"27",68,121.065622879051
"28",68,215.237067415316
"29",47,153.2899822755
"30",48,203.419521059058
"31",64,116.035016111399
"32",53,139.191213100544
"33",46,176.838664500775
"34",58,189.602624882076
"35",58,195.163807678327
"36",70,184.349958624884
"37",48,98.1858194956322
"38",64,88.5490244375745
"39",57,103.571964451428
"40",45,142.799359468709
"41",55,161.90804002007
"42",59,201.093537541417
"43",41,178.351355780942
"44",44,95.8159813070212
"45",47,93.8251412337499
"46",58,191.618388303772
"47",51,136.533883135765
"48",58,208.156893613895
"49",39,145.836319700192
"50",69,216.04056227703
"51",52,115.912385140479
"52",66,123.35370973058
"53",59,75.759503749362
"54",69,207.009755958159
"55",71,183.208590161792
"56",54,91.4473150131265
"57",39,108.60189054453
"58",55,111.062457450359
"59",61,147.273425981093
"60",62,159.918227553947
"61",61,163.512933464226
"62",52,196.228326825583
"63",53,179.475462882006
"64",53,14.7202864085938
"65",44,157.991787456166
"66",27,100.861933761892
"67",84,145.235027231366
"68",60,162.00801849607
"69",41,149.757250670551
"70",67,126.109122891503
"71",69,160.083537970925
"72",40,186.506790151564
"73",37,233.608140580407
"74",52,115.076974818788
"75",62,76.4200819889566
"76",64,126.128329142926
"77",62,166.924553012728
"78",55,104.169218079638
"79",77,164.372199461317
"80",58,196.94096781709
"81",68,170.076955547389
"82",39,168.949311973093
"83",44,85.2598541503828
"84",53,134.045002035703
"85",49,214.233137517402
"86",67,165.237297694585
"87",55,121.019073411165
"88",59,157.817850678169
"89",45,241.685844803739
"90",57,195.32575595544
"91",71,125.171077999401
"92",43,212.69682788
"93",51,154.479727922504
"94",57,298.362161768011
"95",38,-2.66818134020806
"96",61,191.984721182146
"97",56,205.368986084362
"98",47,148.032382349386
"99",72,177.994293748112
"100",68,92.1849990884999
"101",59,156.986119726467
"102",42,79.8699929654349
"103",53,140.953853285513
"104",45,226.580519524979
"105",81,110.917264572205
"106",54,73.6881978743612
"107",50,153.811057544372
"108",61,199.68450020017
"109",78,204.935660124325
"110",53,126.647697711302
"111",68,210.936379660064
"112",50,169.57052869411
"113",44,162.590793630592
"114",52,75.2277908042966
"115",32,201.924585858002
"116",59,53.3001822599665
"117",63,146.395352435376
"118",61,145.218287659828
"119",58,172.592992223666
"120",61,153.307457939829
"121",56,162.206971540099
"122",57,146.555591587404
"123",45,159.564698643483
"124",48,142.060954308172
"125",70,128.282345989919
"126",39,237.276252482781
"127",56,86.057349161795
"128",51,97.7156120028727
"129",66,170.031030339698
"130",54,156.813396795406
"131",47,126.905842817185
"132",50,221.582383855492
"133",65,126.03595993211
"134",60,59.9592685697121
"135",47,142.572792941973
"136",41,144.533437055177
"137",54,168.439816702781
"138",63,93.4871998932277
"139",65,200.325808472835
"140",59,183.041444505835
"141",68,122.437124477121
"142",70,57.748192425787
"143",52,109.484545095829
"144",56,175.757144504392
"145",56,133.049273080515
"146",58,125.153420681199
"147",49,168.633655764255
"148",43,156.660006634288
"149",56,175.900612562549
"150",51,122.531236132332
"151",43,228.34902672695
"152",49,78.5182289459507
"153",43,48.9934521475383
"154",47,93.1102251297459
"155",59,114.064480283708
"156",44,162.48009998587
"157",73,149.590754125623
"158",56,145.743011139693
"159",54,102.865635050937
"160",47,182.209556329526
"161",51,167.038589815924
"162",56,138.742348528215
"163",54,114.09323169583
"164",47,102.158379224727
"165",46,248.368202572457
"166",41,149.944345137634
"167",53,118.103622721379
"168",33,151.470732498953
"169",50,127.178397728307
"170",68,105.978898689227
"171",54,165.998089522454
"172",62,130.425994405312
"173",58,77.3218582343112
"174",48,138.29744284442
"175",54,196.942259541078
"176",56,193.855865340076
"177",56,195.192655297762
"178",43,187.123047158477
"179",75,283.103831683776
"180",53,136.461449888858
"181",44,150.314311195068
"182",64,158.133314815963
"183",53,202.163933534787
"184",62,195.046986494424
"185",47,149.61553735646
"186",59,157.056536202334
"187",46,142.057683396449
"188",47,124.513245846588
"189",63,79.1616252737708
"190",46,180.535068715824
"191",60,134.829673575153
"192",59,149.750369510413
"193",53,112.372836608888
"194",57,73.2144589433663
"195",42,164.361621293641
"196",71,129.158747968095
"197",53,183.71150893569
"198",66,191.134322057273
"199",42,111.621035702071
"200",57,175.945287519348
"201",69,137.526316215201
"202",59,108.683196995154
"203",54,78.5206971883491
"204",59,61.8354921127777
"205",48,228.776027211826
"206",47,81.1297449124855
"207",34,156.94115987452
"208",55,230.103891319641
"209",59,265.242449944042
"210",46,202.096393067576
"211",46,126.682633056643
"212",53,133.021072411516
"213",59,92.8808415956699
"214",56,186.674325329414
"215",63,178.478370108085
"216",58,166.824537821428
"217",34,190.017069305943
"218",52,39.0740709548734
"219",47,66.7483989931633
"220",72,-3.16772298413716
"221",65,206.785214361855
"222",49,188.348754085966
"223",31,144.55217403035
"224",49,128.23647727843
"225",47,97.243199804694
"226",66,167.727618816628
"227",55,153.881724317542
"228",54,112.867161515692
"229",57,104.277793964316
"230",84,138.77770262586
"231",55,123.166444644805
"232",51,259.333586277904
"233",47,121.592590109802
"234",57,219.514980723015
"235",66,116.378926491682
"236",55,177.641464993388
"237",41,264.296816388115
"238",50,161.80315721663
"239",45,213.114269640825
"240",46,124.554749714254
"241",47,110.927924069485
"242",58,191.43904576774
"243",51,205.219187018603
"244",61,178.002621295786
"245",53,155.939789965697
"246",52,177.825520432518
"247",54,91.6688665709606
"248",51,160.843177129072
"249",55,89.5907615551678
"250",52,167.897903934746
"251",60,153.770075087583
"252",69,115.12363782775
"253",69,120.750050954209
"254",47,11.0673342049463
"255",71,218.713964288476
"256",50,157.25579001702
"257",54,136.601490388833
"258",58,174.965932951549
"259",54,206.013799184371
"260",50,-41.9118540084463
"261",44,119.430801794838
"262",47,194.676046539116
"263",51,235.1736001628
"264",46,150.055669506087
"265",50,100.355828543502
"266",44,205.844972458983
"267",47,184.615189877072
"268",68,153.122883095271
"269",61,243.526656608477
"270",43,177.997374543586
"271",45,253.324312502287
"272",55,149.731620371752
"273",54,189.902982811649
"274",52,81.5655777056694
"275",47,184.640989841773
"276",52,207.579741649161
"277",75,224.101807090809
"278",55,137.60004542561
"279",57,119.529614104446
"280",63,136.899349731044
"281",60,128.499879344249
"282",69,284.119241959738
"283",50,186.379216453088
"284",61,55.1179864777791
"285",51,122.129346626147
"286",42,119.557774286764
"287",47,220.698013195496
"288",41,139.754932757558
"289",48,64.8308155565478
"290",47,93.200433487963
"291",38,73.6039849949193
"292",50,126.942191859421
"293",34,209.087148426197
"294",71,132.1805027494
"295",48,113.529490887716
"296",49,172.469120522039
"297",41,117.777789046411
"298",52,140.506434087733
"299",45,197.913222617451
"300",55,168.617413981671
"301",63,142.562628999943
"302",36,111.812117483099
"303",39,139.444346220636
"304",45,125.09683038664
"305",75,118.586365462819
"306",46,110.829560541446
"307",71,168.571815499186
